id,price
18019,101.5
10977,81.69999999999987
3461,31.099999999999856
9964,30.099999999999945
35955,86.0500000000001
43093,31.09999999999986
25403,81.69999999999987
38169,45.0
26438,91.5
17867,75.80000000000013
5115,61.94999999999989
34443,91.5
10547,35.0
41524,55.69999999999986
12325,15.0
27461,31.099999999999856
31632,96.39999999999982
3031,34.66000000000005
44205,24.950000000000074
28694,31.09999999999986
14621,86.0500000000001
19330,37.30000000000006
4196,31.099999999999856
14394,44.0
38918,31.09999999999985
17270,28.40000000000005
9533,91.5
32947,72.94999999999987
17987,91.5
18772,82.6000000000001
33750,108.9000000000001
29333,55.69999999999986
13326,86.0500000000001
37180,31.099999999999863
30357,107.95000000000009
15394,80.55000000000013
9578,46.80000000000011
25832,37.30000000000006
43548,20.0
23083,35.0
6997,24.950000000000113
19619,48.75
23028,107.95000000000009
21345,91.5
42614,91.5
7963,44.0
17224,31.099999999999856
24946,55.69999999999984
12493,55.69999999999989
5320,50.0
11583,15.0
36370,107.95000000000007
33021,55.69999999999984
9178,24.95000000000006
1795,86.0500000000001
14945,55.69999999999985
43225,31.09999999999985
36016,48.75
5782,55.69999999999984
16644,86.0500000000001
35015,55.699999999999875
32408,107.95000000000009
15303,31.099999999999863
33169,96.39999999999982
27412,44.0
23614,82.60000000000018
30963,55.69999999999984
17837,31.09999999999986
28583,67.50357428571428
17341,10.0
4315,34.0
24280,24.950000000000113
28468,91.5
6250,67.50297336940838
1598,31.099999999999863
44134,91.5
18842,81.69999999999987
32904,101.5
45944,107.94945646619536
30518,91.5
16168,34.0
6529,24.950000000000042
32844,80.55000000000013
45671,55.0
14576,35.0
28537,86.0500000000001
26837,82.59999999999984
3221,55.699999999999825
37838,74.39999999999986
38723,41.800000000000075
11910,46.80000000000011
31761,24.950000000000088
23771,31.099999999999863
18350,55.69999999999986
18814,32.849999999999945
20158,31.099999999999863
35728,55.69999999999988
18450,34.550000000000054
36804,72.94999999999987
7883,41.800000000000075
12223,96.39999999999982
8121,64.25
45333,55.6999999999999
39158,39.0
23340,55.69999999999989
29084,91.5
26398,86.0500000000001
36729,28.40000000000005
42504,82.59999999999985
37596,58.80000000000011
365,91.5
26935,82.6000000000001
15819,55.69999999999981
30442,50.0
15667,31.099999999999863
32054,82.59999999999965
12102,81.69999999999987
3002,86.04685082251088
16223,72.94999999999987
16419,82.60000000000018
38883,31.09999999999992
13164,55.69999999999988
44228,86.0500000000001
32389,86.0500000000001
46581,86.0500000000001
10643,31.099999999999856
13230,107.95000000000009
26211,55.69999999999984
29300,91.5
27112,91.5
29327,31.09999999999993
26280,86.04685082251088
21093,80.55000000000013
16453,31.099999999999913
45223,80.55000000000013
6613,55.0
48301,25.0
29820,31.099999999999863
4854,82.5999999999998
1421,82.6000000000001
43410,91.5
42641,81.05000000000013
13926,25.0
22183,86.0500000000001
45900,55.69999999999986
25824,31.09999999999986
47830,31.099999999999863
39949,55.69999999999989
40595,91.49633839530894
4440,44.59999999999997
14259,76.446
5986,76.1625
30223,107.95000000000009
31558,31.09999999999986
32326,55.69999999999985
35592,31.09999999999986
10998,82.6000000000001
35113,55.69999999999985
45861,82.59999999999957
47688,55.69999999999988
35566,91.5
21499,55.69999999999986
30313,82.60000000000011
19912,82.59999999999984
29904,46.80000000000008
23085,55.699999999999875
40459,31.09999999999986
26378,76.445925
17647,55.699999999999825
9419,24.950000000000113
26307,101.5
10732,24.95000000000011
15830,55.699999999999854
37915,55.699999999999875
22910,91.49803652858871
3774,31.09999999999992
18270,55.699999999999825
11784,76.25
8116,55.699999999999854
29462,81.69999999999987
25181,31.09999999999986
15861,72.94999999999987
7001,81.69999999999987
4063,55.69999999999981
38151,55.6999999999999
18291,82.59999999999965
43232,82.59999999999957
42952,96.39999999999982
44613,55.699999999999854
20706,91.5
24872,69.39999999999989
11266,80.55000000000013
27952,81.69999999999987
23462,41.800000000000075
38651,89.94999999999995
14244,86.0500000000001
40125,55.699999999999854
31393,31.099999999999913
6572,45.0
38396,50.0
44025,20.0
21287,30.0
42646,31.09999999999986
32497,31.09999999999986
7328,91.5
41034,74.39999999999986
20951,86.0500000000001
30216,44.0
18811,101.50367231601732
30198,25.0
8681,24.950000000000088
3647,31.09999999999986
22639,91.5
42326,99.10000000000018
17481,107.95000000000009
36038,37.30000000000006
20210,55.69999999999981
20377,38.0415
40159,46.80000000000009
1973,24.950000000000113
6487,91.5
38974,91.4968906521506
8480,31.09999999999991
44972,20.0
34951,41.800000000000075
623,55.69999999999986
42232,39.0
10143,55.69999999999985
29908,107.95000000000009
31843,82.5999999999998
22487,24.950000000000095
44678,32.849999999999945
43836,55.6999999999999
27845,55.6999999999999
29058,91.5
27699,55.699999999999875
21217,82.27010000000007
14990,91.5
38673,86.0500000000001
11712,76.25
34133,31.099999999999927
46429,55.6999999999999
1273,82.59999999999957
4473,44.0
43924,80.55000000000014
11385,87.94100000000007
44061,91.5
31090,25.0
8727,28.40000000000005
33482,67.50297336940838
20559,91.49480110969218
13345,107.95000000000009
46767,44.0
37898,50.100000000000016
18222,101.5
35088,31.09999999999986
14854,31.09999999999986
44722,31.099999999999863
36498,31.09999999999986
4300,15.0
14821,91.5
18444,39.0
20174,81.69999999999987
11813,82.6000000000001
28137,55.69999999999984
41937,55.69999999999985
70,15.0
8406,101.51011614718612
1932,32.849999999999945
1535,91.5
10069,24.950000000000077
20607,55.6999999999999
16258,24.950000000000113
38835,82.60000000000018
8927,101.5
42059,101.5
43751,81.69999999999987
45231,86.0500000000001
32290,91.5
5865,20.0
26654,82.59999999999957
2411,82.59999999999957
45997,55.6999999999999
44439,39.0
9270,13.33869887026396
44070,91.5
14116,46.80000000000008
47958,31.09999999999986
15623,39.028
11917,55.69999999999982
14053,31.099999999999863
28050,86.0500000000001
29277,91.5
44940,24.950000000000088
41531,15.0
45051,79.64999999999985
40960,82.60000000000011
11261,46.80000000000008
24908,55.6999999999998
13364,55.5500000000001
39993,46.80000000000011
28983,31.099999999999863
47393,55.6999999999999
9216,24.950000000000088
2922,24.9500000000001
37553,33.53900280664536
38473,86.0500000000001
28959,24.07281677099131
37761,91.5
26386,31.09999999999992
3693,31.099999999999863
37985,91.5
26237,46.849999999999994
21748,57.8000000000001
46776,89.94999999999995
42684,57.8000000000001
31099,42.150000000000055
42,107.9500000000001
23874,87.55000000000007
17349,86.0500000000001
31055,31.099999999999856
30455,23.95
37000,108.89999999999984
37640,81.69999999999987
24847,28.40000000000005
31352,91.5
38031,55.699999999999875
7744,81.69999999999987
20797,55.5500000000001
30742,54.3000000000001
46981,31.09999999999992
42795,87.55000000000007
31459,55.25
10719,55.699999999999854
39340,107.95000000000009
42430,96.39999999999982
38381,86.10000000000016
792,82.59999999999965
6998,20.0
8870,57.8000000000001
43487,61.94999999999989
1892,31.099999999999863
30940,54.30000000000011
15820,31.09999999999992
4071,44.0
12929,82.59999999999985
33154,86.04800086745816
21463,94.85000000000016
11748,31.09999999999986
29775,31.099999999999863
33874,75.19999999999987
39356,24.950000000000113
5780,10.0
41470,82.59999999999957
7821,55.69999999999984
12820,37.30000000000006
23648,37.30000000000006
14609,30.0
14277,55.5500000000001
34726,55.699999999999854
38215,31.09999999999986
12667,96.39999999999982
35615,91.49855872549706
2175,40.0
37233,55.69999999999985
27369,25.59999999999995
41165,82.59999999999957
14824,55.69999999999982
47789,20.0
8352,10.0
42870,44.59999999999997
34468,31.099999999999856
47059,55.699999999999854
31225,55.69999999999982
16502,55.699999999999875
7259,46.80000000000008
15427,85.95200000000008
43844,13.33869887026396
29773,107.95000000000007
41014,24.950000000000088
34188,61.94999999999989
2401,72.94999999999987
23058,55.699999999999825
37024,82.59999999999957
14378,81.69999999999987
8236,31.09999999999986
41246,31.09999999999986
30508,82.59999999999957
21337,31.09999999999986
108,55.69999999999988
46778,50.100000000000016
46831,108.9000000000001
14545,55.69999999999988
31536,55.69999999999984
17736,55.699999999999825
37789,55.699999999999875
11598,31.099999999999856
33043,46.75
29595,91.5
40829,67.5008391775847
44194,45.0
40667,76.25
1647,37.30000000000006
11950,91.5
8340,48.75
5268,25.400000000000045
28177,31.099999999999856
43115,31.09999999999986
22058,64.25
25304,39.0
26998,81.69999999999987
30362,44.0
9711,108.89999999999984
25734,50.69999999999991
18912,61.94999999999989
44879,28.40000000000005
34710,91.5
31825,76.25
22830,50.100000000000016
19796,74.39999999999986
41623,108.9000000000001
9310,85.26400000000008
16427,46.80000000000008
12409,85.86434666666675
23348,55.699999999999875
41038,41.800000000000075
21474,87.55000000000007
2066,69.44999999999987
41899,108.25
22247,80.55000000000013
39336,55.25
32635,55.699999999999825
33866,108.9000000000001
15549,128.5
38504,86.04863352218047
639,91.5
36592,86.0500000000001
41841,31.09999999999986
41263,45.0
48079,72.94999999999987
14570,24.950000000000113
39704,46.80000000000011
9249,91.5
45934,101.5
12029,46.80000000000011
45050,24.950000000000113
32103,31.099999999999863
40014,76.3444673765124
16378,64.825
37743,64.825
7584,31.099999999999863
40227,55.699999999999875
1522,55.69999999999985
3489,55.69999999999986
34413,55.699999999999825
14317,91.49855872549706
3325,82.59999999999984
8964,82.59999999999957
6673,81.69999999999987
25525,31.099999999999863
32873,82.59999999999957
11255,81.69999999999987
36731,55.69999999999986
30606,55.69999999999984
27358,31.099999999999863
30815,55.69999999999984
37445,91.5
14290,81.69999999999987
30535,24.950000000000113
37937,40.0
36919,89.94999999999995
17234,96.39999999999982
36223,82.59999999999965
8346,91.5
48122,86.0500000000001
4206,55.6999999999999
5030,64.25
20577,82.59999999999985
31191,31.09999999999993
29524,108.25
45140,82.59999999999957
32679,55.699999999999825
41430,91.49480110969218
32872,80.55000000000014
17908,37.30000000000006
14476,41.653279495767464
32688,91.5
38662,72.94999999999987
26941,46.75
9314,65.25
37709,82.60000000000018
36236,31.099999999999913
35920,46.849999999999994
14486,31.099999999999913
37001,24.9500000000001
45203,31.09999999999986
5513,101.5
3769,108.9000000000001
10149,55.69999999999985
25275,31.09999999999993
16218,20.0
18785,82.59999999999965
29846,82.59999999999965
36901,69.39999999999989
19863,86.0500000000001
37318,86.0500000000001
42161,82.59999999999957
31394,55.69999999999984
11198,50.69999999999991
37886,82.59999999999957
5356,24.950000000000113
6886,55.69999999999984
4279,31.099999999999863
7458,82.59999999999957
19168,55.699999999999825
11187,31.09999999999993
30645,64.25
39830,91.5
41071,55.69999999999986
42615,41.800000000000075
15624,31.09999999999986
23279,82.6000000000001
33143,75.19999999999987
38952,86.0500000000001
45065,76.69850000000001
36575,24.950000000000106
23259,55.699999999999875
2139,82.59999999999982
33340,107.94814442406324
19670,55.69999999999981
24454,40.0
17500,55.699999999999825
23281,31.09999999999986
2187,81.05000000000013
42994,31.099999999999913
25858,86.0500000000001
35863,35.0
38102,55.6999999999999
32779,31.099999999999856
75,24.950000000000113
33265,42.73400000000001
25935,82.59999999999957
10259,101.50367231601732
17105,55.69999999999985
36502,10.0
19740,55.69999999999984
1558,31.09999999999992
